HS_CODE,COMMODITY_DESC,GEOGRAPHY_CODE,GEOGRAPHY_DESC,ATTRIBUTE_DESC,ATTRIBUTE_UNIT,YEAR_ID,TIMEPERIOD_ID,AMOUNT
1605210500,SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS NOT IN AIRTIGHT C,1,,US Export,VLU,2015,10,918110
1605210500,SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS NOT IN AIRTIGHT C,1,,US Export,VLU,2015,11,587864
1605210500,SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS NOT IN AIRTIGHT C,1,,US Export,VLU,2015,12,234337
1605210500,SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS NOT IN AIRTIGHT C,1,,US Export,VLU,2016,1,569936
1605210500,SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS NOT IN AIRTIGHT C,1,,US Export,VLU,2016,2,431943
1605210500,SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS NOT IN AIRTIGHT C,1,,US Export,VLU,2016,3,224381
1605210500,SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS NOT IN AIRTIGHT C,1,,US Export,VLU,2016,4,599644
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2015,1,9605
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2015,2,3500
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2015,3,3475
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2015,4,6700
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2015,5,6700
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2015,7,3475
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2015,9,16450
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2015,10,7920
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2016,2,68794
1605290500,"SHRIMP AND PRAWN PRODUCTS CONTAINING FISH MEAT; PREPARED MEALS, IN AIRTIGHT CONT",1,,US Export,VLU,2016,4,9419
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,1,18990
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,2,86832
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,3,1040
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,4,16129
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,5,1201
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,6,116806
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,7,91
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,8,11091
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,9,890
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,10,10626
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,11,13815
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2015,12,5257
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2016,1,12145
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2016,2,26284
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2016,3,11409
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,QTY,2016,4,9077
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,1,92693
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,2,548989
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,3,9571
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,4,159555
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,5,4451
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,6,494223
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,7,4082
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,8,106564
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,9,12145
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,10,113879
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,11,127004
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2015,12,54023
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2016,1,119381
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2016,2,123384
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2016,3,139321
1605291025,"SHRIMPS AND PRAWNS, FROZEN, IN AIRTIGHT CONTAINERS",1,,US Export,VLU,2016,4,86563
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,1,66666
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,2,24975
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,3,66687
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,4,60909
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,5,132020
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,6,492955
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,7,127095
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,8,255124
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,9,579898
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,10,289472
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,11,131344
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2015,12,37832
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2016,1,34827
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2016,2,46808
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2016,3,49888
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,QTY,2016,4,98021
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,1,604451
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,2,240762
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,3,599877
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,4,586418
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,5,1460899
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,6,4666068
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,7,1299071
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,8,2526393
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,9,6768860
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,10,3316841
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,11,1296212
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2015,12,356414
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2016,1,356057
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2016,2,549003
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2016,3,562816
1605211025,"SHRIMPS AND PRAWNS, PREPARED, FROZEN, NESOI",1,,US Export,VLU,2016,4,1390879
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,3,272
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,4,781
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,5,5448
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,6,2862
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,7,889
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,9,2177
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,10,1748
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,12,68
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2016,2,1818
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2016,3,5537
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2016,4,1359
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,3,6932
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,4,5635
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,5,57557
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,6,22632
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,7,14059
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,9,8294
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,10,15548
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,12,2987
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2016,2,17602
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2016,3,54982
1605211045,"SHRIMPS AND PRAWNS, PREPARED OR PRESERVED, NOT IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2016,4,11662
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,1,25699
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,2,17370
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,3,18239
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,4,9560
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,5,17201
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,6,51890
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,7,40685
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,8,28759
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,9,30731
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,10,5641
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,11,35253
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2015,12,20924
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2016,1,4001
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2016,2,2556
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2016,3,10613
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,QTY,2016,4,37780
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,1,164947
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,2,76313
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,3,136371
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,4,58007
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,5,131885
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,6,273276
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,7,228187
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,8,323117
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,9,425990
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,10,44202
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,11,214153
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2015,12,144521
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2016,1,29317
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2016,2,18469
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2016,3,81672
1605291045,"SHRIMPS AND PRAWNS, NOT FROZEN, IN AIRTIGHT CONTAINERS, NESOI",1,,US Export,VLU,2016,4,302559
307110020,"SEED OYSTERS, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,5,100
307110020,"SEED OYSTERS, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,5,2600
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,1,183597
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,2,235553
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,3,228698
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,4,268635
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,5,277577
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,6,246411
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,7,223428
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,8,197944
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,9,233878
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,10,233567
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,11,441171
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2015,12,327565
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2016,1,260668
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2016,2,211032
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2016,3,256367
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,QTY,2016,4,208352
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,1,1436618
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,2,1837732
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,3,1620325
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,4,1781614
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,5,1793122
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,6,1763481
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,7,1756574
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,8,1545312
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,9,1772242
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,10,1822401
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,11,4079849
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2015,12,2546308
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2016,1,1809565
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2016,2,1530472
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2016,3,1759771
307110040,"OYSTERS EXCEPT SEED, LIVE, FRESH OR CHILLED",1,,US Export,VLU,2016,4,1460462
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,1,41132
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,2,67434
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,3,13595
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,4,43634
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,5,96148
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,6,64992
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,7,22875
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,8,73969
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,9,66805
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,10,43570
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,11,66353
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2015,12,27727
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2016,1,63165
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2016,2,34351
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2016,3,25440
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,QTY,2016,4,9307
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,1,167403
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,2,265100
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,3,72668
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,4,90930
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,5,247554
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,6,190783
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,7,134492
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,8,350593
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,9,231422
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,10,105198
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,11,256434
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2015,12,113188
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2016,1,113035
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2016,2,147624
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2016,3,80843
307190000,"OYSTERS, FROZEN, DRIED, SALTED OR IN BRINE",1,,US Export,VLU,2016,4,49826
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,1,1974
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,2,2233
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,3,457
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,4,3233
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,7,3983
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,8,3549
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,9,2778
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,10,5037
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,11,9225
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2015,12,8418
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2016,1,1033
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2016,2,1510
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2016,3,1597
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,QTY,2016,4,436
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,VLU,2015,1,14820
1605510000,"OYSTERS, PREPARED OR PRESERVED",1,,US Export,VLU,2015,2,15382
